,text,name
Q7243729,"Prin Suparat (, born March 19, 1990) is a Thai actor and model. He is seen in Channel 3.Asianfuse

Filmography

Drama
{| border=""2"" cellpadding=""4"" cellspacing=""0"" style=""margin: 1em 1em 1em 0; backgr",Prin Suparat
Q7243994,"Prince Georg Philipp of Saxe-Gessaphe, (German, Georg Philipp Antonius Afif Prinz von Sachsen-Gessaphe, English George Philip Anthony Afif, born 24 May 1988 in Mexico City, Mexico), is the eldest son ",Prince Georg Philipp of Saxe-Gessaphe
Q7244790,"Princess Raiyah Bint Al-Hussein (born 9 February 1986 ) is the youngest daughter of King Hussein of Jordan and Queen Noor. She has two brothers Hamzah and Hashem and an elder sister Princess Iman. 

S",Princess Raiyah bint Al Hussein
Q724787," is a Japanese actress and singer from Chiba. She is represented by the talent agency Oscar Promotion. Her music records have been released under Flying Dog.

Career
Kiyoura made her acting debut in 2",Natsumi Kiyoura
Q725010,"Duvier Orlando Riascos Barahona (born 26 June 1986 in Buenaventura, Colombia) is a Colombian professional football player who currently plays for Morelia. He is known as the ""Culebra"" mainly due to hi",Duvier Riascos
Q7253135,"原島大地（，）是一位活躍於中國大陸及香港地區的演員。

 簡介 
原島大地生於日本東京，是中日混血兒，父親是日本人，母親為中國人。於2002年與張栢芝在《忘不了》飾演沒有血緣關係的母子，而受到關注。他與母親長居於廣州，曾到澳洲珀斯留學一年，現正在日本上高中。

 電影 
《母親快樂》 飾 郭子橋（橋橋）
《忘不了》 飾 梁嘉樂（樂樂）
《超班寶寶》 飾 王思哲
《擊情歲月》 飾 小海
《探偵學院之",原島大地
Q725406,"David Valeryevich Ayrapetyan (, born September 26, 1983) is an Armenian-Russian amateur boxer. He is a six-time Champion of Russia, European Champion, World and Olympic medalist. Ayrapetyan was awarde",David Ayrapetyan
Q725414,"Datsakorn Thonglao (, born December 30, 1983) is a Thai footballer playing as an attacking midfielder for Thai Premier League club Muangthong United and is a regular member of Thailand national footba",Datsakorn Thonglao
Q7255992,"Katulu Ravi Kumar (born 24 April 1988) is an Indian weightlifter from Odisha. At the 2010 Commonwealth Games, he won a gold medal in the Men's  weightlifting category.S. Sabanayakan.  Ravi Kumar, Renu",Katulu Ravi Kumar
Q7256273,"刘翔（），中国足球运动员，司职中场，现效力于中甲球队北京八喜。

职业生涯
刘翔是河南建业2006年的冲超功臣，2008年刘翔开始淡出河南建业被租借到青岛海利丰，次年回到河南建业。2010年中超联赛进入间歇期后刘翔签约加盟北京八喜。

Category:中国足球运动员
Category:河南建业球员
X",刘翔 (足球运动员)
Q725747,"Ashley Luke Barnes (born 30 October 1989) is a professional footballer who plays for Burnley as a striker. He previously played for Paulton Rovers, Plymouth Argyle, Oxford United, Salisbury City, East",Ashley Barnes
Q726295,"Sondre Lerche (; born 5 September 1982 in Bergen, Norway) is a Norwegian singer, songwriter and multi-instrumentalist. He has released seven studio albums total.

Career
Growing up in Bergen suburb, L",Sondre Lerche
Q726354,"Ashton Chen Yong Zhao (born 9 September 1989) is a male Singaporean badminton player who competed at 2012 Japan Super Series.

 References 

Category:Singaporean badminton players
Category:Living peop",Ashton Chen Yong Zhao
Q72648,Lucas Digne (born 20 July 1993) is a French football player who currently plays for French club Paris Saint-Germain in Ligue 1. He plays as left back capable of also playing as a left-sided midfielder,Lucas Digne
Q7265542,"Jo Mi-hye (Hangul: 조미혜; born November 2, 1981), better known by her stage name Miryo (), is a South Korean rapper, who is part of the Korean girl group Brown Eyed Girls. The stage name Miryo comes fro",Miryo
Q7266110,"Jessica Cambensy, also known as Jessica C. (born April 18, 1988) is an American-born model and actress.

She is half white and half Filipino Chinese from Chicago. According to her portfolio web page s",Jessica Cambensy
Q7267579,"Qi Jia (, born August 9, 1984 in Changchun) is a Chinese ice dancer. She competes with Sun Xu. They are the 2002 & 2003 Chinese national silver medalists and the 2001 national bronze medalists. Their ",Qi Jia
Q7267595,"200px|thumbQi Xu (; born September 26, 1994) is a Chinese pianist.

Biography
He was born in Shenzhen, began studying piano at six, and entered Shenzhen Art School at age 10, studied with Professor Da",Qi Xu
Q7267623,"[[File:One Dog 20100902.jpg|thumb|Qian Zhijun (second from right) seen with other cast and crew members of the film The University Days of a Dog in Nanjing, China]]
Qian Zhijun (born July 15, 1987""芙蓉姐",Qian Zhijun
Q7267762,"Qin Lan (born 17 July 1981) is a Chinese actress, model, and singer.

Career
Qin won a Golden Award in the Advertisement Model category of the 1999 National Nominate Newcomer Competition (全国推新人大赛). In",Qin Lan
Q7267944,"Qiu Le (born 26 February 1983) is a Chinese weightlifter.

Qiu participated in the men's -62 kg class at the 2006 World Weightlifting Championships and won the gold medal, snatching 140 kg and jerking",Qiu Le
Q7267946,"Qiu Li (, born June 6, 1981 in Shenyang, Liaoning, China) is a naturalised Chinese-Singaporean professional association football player. He currently plays as a midfielder/striker for the Balestier Kh",Qiu Li
Q7267955,"Qiu Tianyi (Chinese: 邱添一 born 31 January 1989 Shenyang, Liaoning) is a professional Chinese footballer who currently plays as a defender for Wuhan Zall in the Chinese Super League.

Club career
As a y",Qiu Tianyi
Q7268209,"Qu Cheng ( born on February 8, 1989) is a Chinese footballer who currently plays as a striker for Jiangxi Liansheng in the China League Two.

Club career
Qu Cheng started his football career playing f",Qu Cheng
Q7268827,"Quan Lei (; born 13 January 1985 in Dalian, Liaoning) is a Chinese football midfielder who currently plays for Qingdao Jonoon in the Chinese Super League.

 Biography 
Quan Lei would start his footbal",Quan Lei
Q727098, is a Japanese model and television personality.Asia Promotion agency profile Retrieved 4 September 2010.  She gained fame in Japan and overseas in September 2010 when she announced on her blog that s,Kayo Satoh
Q727216,"顏德財（，），馬來西亞男子羽毛球运动员。

簡歷
2004年，顏德財夥拍古健傑贏得法國羽毛球公開賽男雙冠軍 。

2008年，顏德財與陳斌生一同申請退出馬來西亞國家羽毛球隊。二人在翌年的馬來西亞羽毛球公開賽中，首次在贊助商的支持下以自由人身份參加比賽；同年7月，他們在澳洲羽毛球公開賽中首次合作贏得冠軍。

2011年，顏德財與陳斌生當時的男雙世界排名為24位，按排名理應獲參加世界羽毛球錦標賽的資格",顏德財
Q72742,"崔雄展（朝鮮語: 최웅촌；英語: Choe Ung-Chon；），朝鮮職業足球運動員，入選過朝鮮國家足球隊。曾經效力柬埔寨足球聯賽球會金邊卡瑪拉，更在2006年亞足聯主席杯對台灣球會大同足球隊中上演帽子戲法。

崔雄展在2001年至2005年期間至少在11場國際賽事中上陣。2002年，參與了泰皇盃賽事，並在賽事獲得冠軍，其後又參與2003年泰皇盃，獲得亞軍。之後，參與了2004年亞洲盃和2006年",崔雄展
Q727714,Grant Leadbitter (born 7 January 1986) is an English professional footballer who plays for Middlesbrough as a midfielder. He played for Sunderland from 2003 until 2009 after rising as a product from t,Grant Leadbitter
Q72802,"Eliseu Pereira dos Santos (born 1 October 1983), known simply as Eliseu, is a Portuguese professional footballer who plays for Benfica. A left back who can also operate as a left winger, he is mostly ",Eliseu
Q728046,"Yusuf Barak () is a German-Afghan footballer who currently plays with SG Altenhasungen/Oelshausen/Istha.

Club career stats
Last update: 9 September 2011
{| class=""wikitable"" style=""text-align:center""",Yusuf Barak
Q7281546,"Radomir Koković (; born January 6, 1984) is a Serbian football midfielder playing with FK Zemun.

Career
He played soccer with Loyola University Maryland in the United States between 2002 and 2007. 

",Radomir Koković
Q7282083,"Rafael Coelho Luiz or simply Rafael Coelho (born May 20, 1988 in Florianópolis), is a Brazilian striker. He currently plays for Buriram United.

Career
He currently plays for Desportivo Brasil after h",Rafael Coelho
Q728515,"Jake Edward Long (born May 9, 1985) is an American football offensive tackle for the St. Louis Rams of the National Football League (NFL).  He starred at Lapeer East High School in football, basketbal",Jake Long
Q7288875,"Raman Kirenkin (; ; born 20 February 1981) is a former Belarus international footballer. Since 2013 he started working as an assistant manager of reserve team in his latest club Shakhtyor Soligorsk.

",Raman Kirenkin
Q729319,"Joseph Xavier Forte (born March 23, 1981) is an American former professional basketball player who last played for Petrochimi Bandar Imam BC in the Iranian Basketball Super League.

Beginnings
Forte g",Joseph Forte
Q7293698,"Rao Weihui (; Pinyin: Ráo Wěihuī; born 25 March 1989) is a Chinese footballer who currently plays for Guizhou Renhe in the Chinese Super League.

Club career
Rao Weihui started his football career in ",Rao Weihui
Q729757,"Natalya Sergeyevna Polevshchikova (; born July 12, 1985), generally shortened to Natasha Poly, is a Russian model.

As of September 2012, she was declared an icon by models.com.

Early life and career",Natasha Poly
Q730074,"Trevor John Morgan (born November 26, 1986) is an American actor. He has appeared in the films Genius, The Sixth Sense, The Patriot, A Rumor of Angels, Jurassic Park III, The Glass House, Chasing 3000",Trevor Morgan (actor)
Q7301762,"Rebecca Hardy (born 1985) is a Canadian fashion model. She was born in Vancouver, British Columbia, and grew up in Mannheim, Ontario. Hardy is the winner of Cycle 2 of reality TV show Canada's Next To",Rebecca Hardy
Q73018,"Ralf de Souza Teles, or simply Ralf (born June 9, 1984 in São Paulo, São Paulo) is a Brazilian football defensive midfielder. He currently plays for Corinthians in the Brazilian Série A.

Club career
",Ralf (footballer)
Q7301811,"Rebecca Lim () is a Singaporean actress who has acted in several English and Chinese dramas produced by MediaCorp. She is best known for her portrayal of Wendy Lim, a trainee lawyer in the Channel 5 t",Rebecca Lim
Q7301982,"Rebecca Zhu (born December 2, 1987) is a Hong Kong actress and beauty pageant titleholder who was crowned Miss Hong Kong 2011.

Personal life
Zhu was born in Suzhou, Jiangsu, China in 2 December 1987.",Rebecca Zhu
Q7303351,"thumb|right|200px
姬野愛（ひめの あい、）是日本的AV女優。出身於日本東京都。屬於TPJ事務所。有着精灵般完美容貌，被称作AV精灵。气质端庄，优雅大方，清爽明快。

別名有あや、岩本愛（岩本あい）、西澤小百合（西沢さゆり）、摩耶、MIKI、みな、豐嶋渚（豊嶋渚）、河瀨愛弓（河瀬あゆみ）、みなみ。

略歷
2005年出道於AV界。

 作品  
 AV作品 
2005年
 エロビュ",姬野愛
Q730452,"Patrick Richard ""Paddy"" McCarthy (born 31 May 1983) is an Irish footballer, who plays as a Centre back for Sheffield United, on loan from Crystal Palace. Born in Dublin, he began his football career a",Paddy McCarthy
Q730560,"Luiz Carlos Nascimento Júnior or simply Luizão (born on January 3, 1987 in Vargem Alta, Espírito Santo, Brazil), is an association footballer. He plays as a defender, either as a centre back or as a f",Luiz Carlos Nascimento Júnior
Q73082,"José Paulo Bezerra Maciel Júnior, commonly known as Paulinho, (); born 25 July 1988) is a Brazilian professional footballer who plays as a midfielder for Tottenham Hotspur and the Brazil national team",Paulinho (footballer)
Q7312300,"Ren Hang (; born 23 February 1989) is a Chinese footballer who plays for Jiangsu Sainty in the Chinese Super League. 

Club career
Ren Hang started his football career with Changsha Ginde in the 2007 ",Ren Hang
Q7312325,"Ren Xin (; born 22 May 1989) is a Chinese football player who currently plays for Jiangxi Liansheng in the China League Two.

Club career
Ren Xin started his professional football career at Shenzhen R",Ren Xin
Q7312330,"Ren Yongshun (; born 31 May 1985) is a Chinese football defender, who plays for Qinghai Senke in the China League Two.

Club career

Shandong Luneng

Ren Yongshun was the product of the Shandong Lunen",Ren Yongshun
Q7312357," is a Japanese fashion model and occasional actress. Since the late 1990s she has appeared in numerous magazines, catalogs, television commercials, TV shows and films.

Born in the main island of Amam",Rena Takeshita
Q7312969,"Renee Diane Alway (born April 29, 1986) is an American fashion model, the 3rd place of America's Next Top Model, Cycle 8 and the runner-up on Modelville.

Early life

Alway was born and raised in nort",Renee Alway
Q73137,"Nik Nazmi Nik Ahmad (born 12 January 1982 in Kuala Lumpur, Malaysia) is a Malaysian politician and currently serves as the Parti Keadilan Rakyat Youth Leader; Selangor State Executive Councillor for E",Nik Nazmi Nik Ahmad
Q7313832,"Renee ""Jia-Wei"" Chen is a Taiwanese singer and songwriter. Renee first gained recognition when she won fourth place in the 2001 New Talent Singing Awards. Although she ultimately did not win the compe",Renée Chen
Q731412,"Joel Joshua Frederick Melvin ""Jobi"" McAnuff (born 9 November 1981) is a professional footballer playing for Leyton Orient.

He began his career at Wimbledon, making over 100 appearances for the club b",Jobi McAnuff
Q731869," 
Matthew John Lowton (born 9 June 1989) is an English footballer who plays for Aston Villa in the Premier League. He can play in a number of defensive positions but is a natural right back. Born in C",Matthew Lowton
Q731914,"Sony Dwi Kuncoro (born July 7, 1984 in Surabaya, East Java) is a male badminton singles player from Indonesia.

Personal life
When he was young, he joined the Suryanaga Surabaya badminton club. His pa",Sony Dwi Kuncoro
Q73214,"Amanda Michelle Todd (November 27, 1996 – October 10, 2012) committed suicide at the age of 15 at her home in Port Coquitlam, British Columbia, Canada. Prior to her death, Todd had posted a video on Y",Suicide of Amanda Todd
Q7322044,"Ri Hyon-Song  is a North Korean footballer who plays as a midfielder.

 References 

Category:Living people
Category:1992 births
Category:North Korean footballers
Category:North Korea international fo",Ri Hyon-song
Q7322047,"Ri Il-Jin  is a North Korean footballer who plays as a midfielder.

 References 

Category:Living people
Category:1993 births
Category:North Korean footballers
Category:North Korea international footb",Ri Il-jin
Q7322058,"Ri Myong-sun (born 26 January 1992) is a North Korean table tennis player. She is competing for North Korea at the 2012 Summer Olympics.Ri Myong-sun London 2012

References

Category:People from Pyong",Ri Myong-sun
Q7322821,"Ricardo Steer (Born June 8, 1982 in Valledupar, Colombia) is a Colombian professional football player who currently plays for Harbin Yiteng.

Career
He used to play for Independiente Medellín in Colom",Ricardo Steer
Q733014," is a professional Japanese footballer currently playing for Sagan Tosu.

Kikuchi is naturally a central midfielder, but is also able to operate as a central defender and a left back.

 Club career 
K",Naoya Kikuchi
Q7332119,"Ricky Lee Neely, known professionally as Ricky Kim (), is an American model and actor.

Career
Ricky Lee Neely was born on June 19, 1981, to a Korean mother and an American father. He spent his growin",Ricky Kim
Q733286,"Behdad Salimi Kordasiabi (, born December 8, 1989 in Ghaemshahr) is an Iranian weightlifter in the +105 kg category. Salimi currently holds the world record in the snatch with 214 kg in his weight cla",Behdad Salimi
Q7334000," is a Japanese AV idol and a former gravure model.

Life and career
Rika Hoshimi was born on September 20, 1990 in Shizuoka Prefecture, Japan. Active as a centerfold model, she debuted on video in May",Rika Hoshimi
Q7334326,"Rim Ju-song (born 31 October 1995Rim Ju-song, London 2012 official website) is a North Korean swimmer.""북한 림주성 수영선수, 런던장애인올림픽 출전 확정"", Tongil News, 10 July 2012 He has been selected to be North Korea's ",Rim Ju-song
Q733494," is a Japanese footballer who plays for Hannover 96 and the Japanese national team.

Club career
In the summer of 2012 Kiyotake signed a four-year contract with German club 1. FC Nürnberg.

Career sta",Hiroshi Kiyotake
Q733509," is a Japanese football player, who currently plays for Yokohama F. Marinos. He is a left-footed play-making midfielder.

Playing career

Early years
Fujimoto was educated at and played for Toko Gakue",Jungo Fujimoto
Q733535,"thumb|250px|Hirayama for FC Tokyo
, is a Japanese footballer who currently plays for FC Tokyo. He has represented Japan's U-20 team at the 2003 and 2005 FIFA World Youth Championship, and the U-23 tea",Sōta Hirayama
Q7335412,"Riona Kiuchi (born July 26, 1994) is a Japanese recording artist and actress. She rose to the first big fame in her life when she appeared on the Japanese television show Tensai Terebi Kun MAX in 2005",Riona Kiuchi
Q733543,"Taavi Rähn (born 16 May 1981 in Pärnu) is an Estonian professional footballer who plays for Flora in the Estonian Meistriliiga. He plays the position of defender or midfielder.

Club career
He started",Taavi Rähn
Q733555, is a Japanese football (soccer). The centre-back started his professional career at J. League Division 2 side Bellmare Hiratsuka. He was a first-choice defender but had to be transferred due to club',Teruyuki Moniwa
Q733575," is a Japanese football (soccer) player who currently playing for Avispa Fukuoka in the J. League. He is an agile forward and can use both feet.

Career
He first played for Yokohama Flügels youth team",Daisuke Sakata
Q7335801,Ris Low (Chinese: 刘依敏) was crowned Miss Singapore World 2009 on 31 July 2009.http://www.intro2u.net/new/2009/08/miss-singapore-world-2009-winner-ris-low/ She stepped down on 29 September 2009 after he,Ris Low
Q73360,"Thibaut Nicolas Marc Courtois (; born 11 May 1992) is a Belgian professional footballer who plays for English club Chelsea and the Belgium national team as a goalkeeper.

Despite his young age, Courto",Thibaut Courtois
Q7338434,"Wang Zhenpeng (, born 5 May 1984) is a Chinese professional footballer who plays as a goalkeeper for Kitchee SC in Hong Kong First Division League.

Club career
Wang Zhenpeng started his professional ",Wang Zhenpeng (footballer)
Q73410,"Q'orianka Waira Qoiana Kilcher (born February 11, 1990) is an American actress, singer, and activist. She is best known for her role as Pocahontas in the 2005 film The New World, directed by Terrence ",Q'orianka Kilcher
Q7341392,"Robert Akaruye (born March 28, 1981) is a Nigerian football player. He previously played for Sivasspor in Turkey.

Career
The Al Ahed striker suffered on Monday the 14 December 2009 in a serious car a",Robert Akaruye
Q7341953,"Robert Sean Bayly (born 22 February 1988, Dublin) is an Irish footballer currently playing for Shamrock Rovers.

His two uncles Ritchie Bayly and Martin Bayly had distinguished careers in the League o",Robert Bayly
Q73480,"Willian Borges da Silva (born 9 August 1988), commonly known as Willian, is a Brazilian professional footballer who plays as an attacking midfielder for English club Chelsea.

He started his career at",Willian (footballer)
Q73486,"Brooklyn Lee (born June 1, 1989) is an American former pornographic actress.

Early life
Lee was born and raised in Ohio. She also lived in Puerto Rico, Kentucky, New York, Pennsylvania and Canada dur",Brooklyn Lee
Q7351702,"Roberto Fronza, commonly known as Beto (, born 10 July 1984) is a Brazilian football defender who is playing for Hong Kong First Division League club Eastern Salon.

 Club career 
 TSW Pegasus 
Beto s",Roberto Fronza
Q7351831,"Roberto, full name Roberto Orlando Affonso Júnior, ( Roberto; born May 28, 1983 in São Paulo, Brazil), is a Brazilian football player. He has played as a defensive midfielder for Santos, Botafogo (SP)",Roberto Orlando Affonso Júnior
Q735200,"Mark Bridge (born 7 November 1985 in Sydney, New South Wales, Australia) is an Australian football (soccer) player  who plays as a striker for A-League club Western Sydney Wanderers FC.http://www.foot",Mark Bridge
Q735336,"Kotoōshū Katsunori (琴欧洲 勝紀) (legal name: Karoyan Ando, born February 19, 1983 as Kaloyan Stefanov Mahlyanov, , in Dzhulyunitsa, Veliko Tarnovo Province, Bulgaria) is a former professional sumo wrestle",Kotoōshū Katsunori
Q735354,"José Miguel Cabrera Torres (born April 18, 1983), commonly known as Miguel Cabrera and nicknamed ""Miggy"", is a Venezuelan professional baseball first baseman who plays for the Detroit Tigers of Major ",Miguel Cabrera
Q735470,"Ma Qinghua () (born December 25, 1987 in Shanghai) is a Chinese racing driver.

Ma became the first Chinese driver to win an FIA World Championship race when he won race two of the 2014 FIA WTCC Race ",Ma Qinghua
Q735612,"彼得·卡斯巴尔（，），德国男子羽毛球運動員，擅長雙打項目。

簡歷
2013年8月，彼得·卡斯巴尔參加中國廣州舉行的世界羽毛球錦標賽，在比賽首日與伊莎贝尔·赫特里克出戰混合雙打項目，首圈就以0比2（14-21、15-21）負於馬來西亞的王健國/林芸如出局。

主要比賽成績
{| class=wikitable style=""text-align:center; font-size:small;"" ",彼得·卡斯巴尔
Q7357394,"Rodrigo Paixão Mesquita (born March 4, 1985) is a Brazilian footballer who plays as an attacking midfielder for Harbin Yiteng.

Rodrigo Paulista played for Figueirense and Internacional in the Campeon",Rodrigo Paixão Mesquita
Q7357433,"Rodrigo Nicolas Vila (born 23 October 1981 in Buenos Aires) is a field hockey striker from Argentina, who made his debut for the national squad in 1998, and competed for his native country in the 2000",Rodrigo Vila
Q73575,"Chen Zhongliu (Chinese: 陈中流; Pinyin: Chén Zhōngliú; born 30 September 1993 in Duyun, Guizhou) is a Chinese football player who currently plays for Hangzhou Greentown in the Chinese Super League.

Club",Chen Zhongliu
Q735768,", previously known as Ama Kōhei, is a sumo wrestler. He is a yokozuna, sumo's highest rank, receiving his promotion September 26, 2012, the third consecutive Mongolian and fifth overall non-Japanese w",Harumafuji Kōhei
Q735992,"Carlos Wilson Cachicote da Rocha (born 1 May 1989), commonly known as Rudy, is an Angolan international footballer who plays as an attacking midfielder or a forward for Greek club Skoda Xanthi F.C.

C",Carlos Wilson Cachicote Rocha
Q73630," 

Patrick Baum  (born June 23, 1987 in Worms, Germany) is a male table tennis player from Germany. He won the singles title at the 2007 World Junior Table Tennis Championships. Since 2008, he has won",Patrick Baum (table tennis)
Q736301,"Bismack Biyombo Sumba (born August 28, 1992) is a Congolese professional basketball center with the Charlotte Hornets of the National Basketball Association (NBA). He was selected with the seventh ove",Bismack Biyombo
Q7369084,"Rosmin Kamis (born 17 June 1981) is a Bruneian international footballer who plays as a midfielder for Brunei DPMM FC and the Brunei national team, where he serves as the team captain.

H was called by",Rosmin Muhammad Kamis
Q736921,"Rick van der Ven (born 14 April 1991 in Oss, Netherlands) is a Dutch archer who started at the age of 8.

In 2009 at the World Junior Championship in Ogden (USA) Rick was the runner-up with a Silver m",Rick van der Ven
Q737387,"Pablo Moreno de Alborán FerrándizMoreno de Alborán es un único apellido, compuesto. (born 31 May  1989) popularly known as Pablo Alborán, is a Spanish musician, singer, and songwriter.  In 2011, he wa",Pablo Alborán
Q7375704,"Ruan Yang (Chinese: 阮杨; born 13 December 1993 in Hangzhou, China) is a Chinese footballer who plays for Hangzhou Greentown in the Chinese Super League.

Club career
Ruan Yang started his football care",Ruan Yang
Q7378705,"Lu Rui En (born 29 January 1981), better known by her stage name Rui En (瑞恩), is a Singaporean singer-actress currently based in Singapore.

Rui En was talent-spotted after appearing in a SingTel's po",Rui En
Q7381034,"Ruslan Nurudinov (born 24 November 1991 in Andijan, Uzbekistan) is an Uzbekistani weightlifter. He competed at the 2012 Summer Olympics in the -105 kg event.  He is the first world champion for Uzbeki",Ruslan Nurudinov
Q738376," is a Japanese footballer, whoplays for Urawa Red Diamonds. He is a right-footed attacking midfielder.

Playing career

Club career
Umesaki is a product of Oita's youth system and was promoted to the ",Tsukasa Umesaki
Q738380,"Lee Anthony Peltier (born 11 December 1986) is a footballer who plays for Huddersfield Town as a defender. While capable of playing anywhere across the defensive line and in midfield, he primarily fea",Lee Peltier
Q7385328," is a Japanese actor who plays the role of Ankh/Shingo Izumi in Kamen Rider OOO.

His acting debut was in the 2002 movie Ogya. In July 2012, he made his singing debut with the single ""Natsu dayo Honey",Ryosuke Miura
Q738690,"Roy Denzil Hibbert (born December 11, 1986) is an American-Jamaican professional basketball center with the Indiana Pacers of the National Basketball Association (NBA). He graduated from Georgetown Un",Roy Hibbert
Q738936,"Bao Chunlai (born February 17, 1983 in Changsha, Hunan) is a male, left-handed badminton player from China.

Career
The tall, powerful Bao has ranked among the world's leading singles player during th",Bao Chunlai
Q739634,"Bondz Bondzanga N'Gala (born 13 September 1989) is an English professional footballer who plays as a central defender for Barnet.

N'Gala began his career at West Ham United, progressing through the y",Bondz N'Gala
Q7398101,"Sadriddin Abdullaev (Born 11 June 1986 in Uzbek SSR, Soviet Union) is a Uzbekistani professional soccer player who currently plays for Lokomotiv Tashkent.

Club career
Abdullaev started his footballin",Sadriddin Abdullaev
Q739836,"朝吹茉莉（）。是日本漫畫家。綽號：茉小莉。日本東京都東久留米市出身。

 關於 
非常喜歡《小美人魚》中的愛麗兒。

 經歷 
 在2003年的Ribon漫画スクール2月號中以《築夢踏實》獲得準《Ribon》獎，該作品並刊登於同年的《Ribonオリジナル》2月號。
 目前也擔任槙陽子老師的助手。

 作品 
 台灣已出版單行本 

 尖端出版：
《無敵☆女子高生》（無敵☆女子高生）（全1集）
《白",朝吹茉莉
Q739917,"Joseph ""Joe"" Patrick Mauer (born April 19, 1983) is an American professional baseball player. He has played as a catcher and first baseman for the Minnesota Twins in Major League Baseball (MLB). He is",Joe Mauer
Q7399507,"Sahara Smith (born September 26, 1988) is an American singer-songwriter who released her debut album in 2010.

Early life
Sahara (her father hiccuped while suggesting ""Sara,"" and both parties liked th",Sahara Smith
Q740239,"William Louis ""Billy"" Sharp (born 5 February 1986) is an English professional footballer who plays as a striker for Leeds United. He has also played for  Sheffield United, Rushden & Diamonds, Scunthor",Billy Sharp
Q7402970,"Saki Minemura (峯村沙紀 Minemura Saki, born April 18, 1990) is a Japanese volleyball player who plays for Toray Arrows.

Profiles
Her father was a teacher of physical education.
She became a volleyball pl",Saki Minemura
Q7405396,"Salman Akbar (born: 3 January 1982,biography Asian Games website. Retrieved 29 November 2010. Lahore)Salman Akbar sports reference. Retrieved 29 November 2010. is a field hockey player from Pakistan. ",Salman Akbar
Q7408696,"Samantha Ko (, real name 沈江莉, born January 13, 1986) is a former Miss Hong Kong contestant, actress and model, based in Hong Kong.

Filmography
72 Tenants of Prosperity (2010)
Perfect Wedding (2010)
B",Samantha Ko
Q741080,"Jérémie Renier (born 6 January 1981) is a Belgian actor. He lives in Paris, France. Official web site, Biographie. Retrieved on 3 September 2006.  His film debut was in the critically praised La Prome",Jérémie Renier
Q741256,", nicknamed , is a Japanese singer and dancer. She is known as one of the members of the Japanese electropop group Perfume. Tokuma Japan Communications. Retrieved on 11 October 2010.

Biography
Nishiw",Ayaka Nishiwaki
Q7412591," 

Samuel Sevian (born December 26, 2000) is an American chess prodigy. He was born in Corning, New York. 

He holds the record for the youngest ever United States Grandmaster at the age of 13 years, ",Samuel Sevian
Q74152,"Viktor Fischer (born 9 June 1994) is a Danish professional footballer who plays as a left winger for Ajax in the Dutch Eredivisie and the Denmark national team.

Club career

Early career
After playin",Viktor Fischer
Q7417741,"Sang Lan (Chinese: s , t , p Sāng Lán; b. 11 June 1981 in Ningbo) is a former Chinese gymnast and television personality. She is currently a student and advocates for improved conditions for the disab",Sang Lan
Q74178,"James Clark Morrison (born 25 May 1986) is a professional footballer who plays for West Bromwich Albion. His ability to run with the ball at pace makes him an effective option through the middle, as a",James Morrison (footballer)
Q742372,Jonathan Michael Douglas (born 22 November 1981) is an Irish football player who currently plays for Brentford. Douglas made his debut in the League of Ireland for Monaghan United aged 16. He is prima,Jonathan Douglas
Q7424959," is a Japanese model, actress and former AV Idol who was born on April 18, 1985 in Okinawa, Japan. She has also used the name .

Life and career

Gravure Idol - Chieri Haruyama
Under the name Chieri H",Sasa Handa
Q7425122,"Yukari Miyata (宮田由佳里 Miyata Yukari, born June 27, 1989) is a Japanese volleyball player who plays for Toray Arrows.

 Profiles 
While attending Kyushubunka Gakuen high school, the volleyball team won ",Yukari Miyata
Q7426428," is a Japanese professional Nippon Professional Baseball player. He is currently with the Saitama Seibu Lions in Japan's Pacific League.

External links

Category:1981 births
Category:Living people
Ca",Satoshi Yamazaki
Q74275,"白石 麻衣（しらいし まい、）是日本的歌手、藝人、偶像，目前為偶像團體乃木坂46的一員。群馬縣出身、Sony Music Entertainment所屬。身高161公分。

 略歷 
 2011年8月，通過選拔後正式成為乃木坂46成員。

 演出 
 電視劇 
 欺詐偶像（東京電視台、2012年1月13日 - 4月6日）

 電視節目 
 乃木坂，哪裡？ （愛知電視台、2011年10月2日 - ）",白石麻衣
Q74277,"Shi Ke (Chinese: 石柯; pinyin: Shí Kē; born 8 January 1993) is a Chinese footballer who currently plays for Hangzhou Greentown in the Chinese Super League.

Club career
Shi Ke joined Hangzhou Greentown'",Shi Ke
Q7429095," is a former Japanese gravure idol. She is also a former Race queen. She made her debut in Eternal in 2004, aged 23. 

She is a graduate of Miyagi Gakuin Women's University. She delivered her first ch",Sayaka Ando
Q7429492,"Saša Kajkut (Serbian Cyrillic: Саша Кајкут, born 7 July 1984 in Banja Luka) is a Bosnian football player playing for Hong Kong First Division League club South China.

As a teenager, he played for the",Saša Kajkut
Q7429494,"Saša Kolunija (, born June 9, 1987) is a Bosnian Serb football player who plays for Bežanija in the Serbian First League.

Club career
Born in Travnik (SR Bosnia and Herzegovina) he played with Serbia",Saša Kolunija
Q743509,"{|align=right
|
|-
|
|}

 is the only child of the heir apparent to the Japanese throne, Naruhito, Crown Prince of Japan, and his wife, Masako, Crown Princess of Japan.

Aiko, the princess's personal ","Aiko, Princess Toshi"
